Lemma,Number,Case,Form,Current Status,Proposed Status,Action
господь,Singular,Vocative,господи,,etymological,SET
господь,Singular,Vocative,господи,,etymological,SET
господь,Singular,Vocative,господи,,etymological,SET
господь,Singular,Vocative,господи,,etymological,SET
господь,Singular,Vocative,господи,,etymological,SET
господь,Singular,Vocative,господи,,etymological,SET
господь,Singular,Vocative,господи,,etymological,SET
господь,Singular,Vocative,господи,,etymological,SET
господь,Singular,Vocative,господи,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,г꙯и,,etymological,SET
господь,Singular,Vocative,годподі,,etymological,UNMATCHED
,,,,,,
,,,,,,
звѣрь,Plural,Nominative,ꙁвѣриѥ,,etymological,SET
звѣрь,Plural,Nominative,ꙁвѣриѥ,,etymological,SET
звѣрь,Plural,Nominative,ꙁвѣриѥ,,etymological,SET
звѣрь,Plural,Nominative,ꙁвѣриѥ,,etymological,SET
звѣрь,Plural,Nominative,ꙁвѣриѥ,,etymological,SET
звѣрь,Plural,Nominative,ꙁвѣриѥ,,etymological,SET
звѣрь,Plural,Nominative,ꙁвѣриѥ҅,,etymological,SET
звѣрь,Plural,Nominative,ꙁвѣриѥ҆,,etymological,SET
звѣрь,Plural,Nominative,ꙁвѣриѥ҆,,etymological,SET
звѣрь,Plural,Nominative,ꙁвѣриѥ҆,,etymological,SET
людиѥ,Plural,Nominative,людиѥ,,etymological,SET
людиѥ,Plural,Nominative,людиѥ,,etymological,SET
людиѥ,Plural,Nominative,людиѥ,,etymological,SET
людиѥ,Plural,Nominative,людиѥ,,etymological,SET
людиѥ,Plural,Nominative,людиѥ,,etymological,SET
людиѥ,Plural,Nominative,людиѥ,,etymological,SET
людиѥ,Plural,Nominative,людиѥ҅,,etymological,SET
людиѥ,Plural,Nominative,людиѥ҆,,etymological,SET
людиѥ,Plural,Nominative,людиѥ҆,,etymological,SET
людиѥ,Plural,Nominative,людиѥ҆,,etymological,SET
людиѥ,Plural,Nominative,людиѥ҆,,etymological,SET
людиѥ,Plural,Nominative,людь҆ѥ,,etymological,SET
пѫть,Plural,Nominative,пѫтиѥ,,etymological,SET
пѫть,Plural,Nominative,пѫтиѥ,,etymological,SET
чрьвь,Plural,Nominative,чръвьѥ,,etymological,SET
,,,,,,
звѣрь,Plural,Accusative,ꙁвѣри,,etymological,SET
звѣрь,Plural,Accusative,ꙁвѣри,,etymological,SET
звѣрь,Plural,Accusative,ꙁвѣри,,etymological,SET
звѣрь,Plural,Accusative,ꙁвѣри,,etymological,SET
звѣрь,Plural,Accusative,ꙁвѣри,,etymological,SET
звѣрь,Plural,Accusative,ꙁвѣри,,etymological,SET
звѣрь,Plural,Accusative,ꙁвѣри,,etymological,SET
звѣрь,Plural,Accusative,ꙁвѣри,,etymological,SET
звѣрь,Plural,Accusative,ꙁвѣри,,etymological,SET
людиѥ,Plural,Accusative,люди,,etymological,SET
людиѥ,Plural,Accusative,люди,,etymological,SET
людиѥ,Plural,Accusative,люди,,etymological,SET
людиѥ,Plural,Accusative,люди,,etymological,SET
людиѥ,Plural,Accusative,люди,,etymological,SET
людиѥ,Plural,Accusative,люди,,etymological,SET
людиѥ,Plural,Accusative,люди,,etymological,SET
людиѥ,Plural,Accusative,люди,,etymological,SET
людиѥ,Plural,Accusative,люди,,etymological,SET
огнь,Plural,Accusative,о҅гн҄и,,etymological,SET
пѫть,Plural,Accusative,пѫти,,etymological,SET
господь,Plural,Genitive,господиї,,etymological,SET
звѣрь,Plural,Genitive,ꙁвѣрии,,etymological,SET
звѣрь,Plural,Genitive,ꙁвѣрии,,etymological,SET
звѣрь,Plural,Genitive,ꙁвѣрии҆,,etymological,SET
звѣрь,Plural,Genitive,ꙁвѣрии҆,,etymological,SET
звѣрь,Plural,Genitive,ꙁвѣрии҆,,etymological,SET
звѣрь,Plural,Genitive,ꙁвѣрии҆,,etymological,SET
звѣрь,Plural,Genitive,ꙁвѣрии҆,,etymological,SET
людиѥ,Plural,Genitive,людии,,etymological,SET
людиѥ,Plural,Genitive,людии,,etymological,SET
людиѥ,Plural,Genitive,людии,,etymological,SET
людиѥ,Plural,Genitive,людии҆,,etymological,SET
людиѥ,Plural,Genitive,людии҆,,etymological,SET
людиѥ,Plural,Genitive,людии҆,,etymological,SET
людиѥ,Plural,Genitive,людии҆,,etymological,SET
людиѥ,Plural,Genitive,людиї,,etymological,SET
ѫгль,Plural,Genitive,ѫ҅глии҆,,etymological,SET
звѣрь,Plural,Dative,ꙁвѣрь҆мъ,,etymological,SET
звѣрь,Plural,Dative,ꙁвѣрь҆мъ,,etymological,SET
людиѥ,Plural,Dative,людь҆мъ,,etymological,SET
гость,Plural,Dative,гостемъ,,ambiguos,UNMATCHED
звѣрь,Plural,Dative,ꙁвѣремъ,,ambiguos,UNMATCHED
звѣрь,Plural,Dative,ꙁвѣремъ,,ambiguos,UNMATCHED
звѣрь,Plural,Dative,ꙁвѣремъ,,ambiguos,UNMATCHED
людиѥ,Plural,Dative,людемъ,,ambiguos,UNMATCHED
людиѥ,Plural,Dative,людемъ,,ambiguos,UNMATCHED
людиѥ,Plural,Dative,людемъ,,ambiguos,UNMATCHED
людиѥ,Plural,Dative,людемь,,ambiguos,UNMATCHED
людиѥ,Plural,Dative,людемь҆,,ambiguos,UNMATCHED
грътань,Plural,Instrumental,грътань҆ми,,etymological,SET
звѣрь,Plural,Instrumental,ꙁвѣрьми,,etymological,SET
звѣрь,Plural,Instrumental,ꙁвѣрьми,,etymological,SET
звѣрь,Plural,Instrumental,ꙁвѣрь҆ми,,etymological,SET
звѣрь,Plural,Instrumental,ꙁвѣрь҆ми,,etymological,SET
звѣрь,Plural,Instrumental,ꙁвѣрь҆ми,,etymological,SET
людиѥ,Plural,Instrumental,людьми,,etymological,SET
людиѥ,Plural,Instrumental,людь҆ми,,etymological,SET
людиѥ,Plural,Instrumental,людь҆ми,,etymological,SET
людиѥ,Plural,Instrumental,людь҆ми,,etymological,SET
дрьколь,Plural,Instrumental,дрʼколʼми,,etymological,SET
людиѥ,Plural,Locative,людехъ,,etymological,SET
людиѥ,Plural,Locative,людехъ,,etymological,SET
господь,Plural,Vocative,господиѥ҆,,etymological,SET
